duration,school,info
'2015 &nbsp; Present','<a href="https://www.umich.edu">University of Michigan</a>','<li>Ph.D. Computer Science and Engineering</li>\n<li>Advisor: Professor J. Alex Halderman</li>'
'2011 &nbsp; 2015','<a href="https://www.umich.edu">University of Michigan</a>','<li>B.S.E. Computer Science, Minor in Mathematics</li>'
