title,conference_abbrev,conference_name,conference_date,filename,authors,additional,best_paper
'Towards a Complete View of the Certificate Ecosystem','IMC\'16','ACM Internet Measurement Conference','November 2016','https-perspectives-imc16.pdf','<li><b>Benjamin VanderSloot</b>, Johanna Amann, Matthew Bernhard,</li><li>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Zakir Durumeric, Michael Bailey, J. Alex Halderman</li>','',''
'Imperfect Forward Secrecy: How Diffie-Hellman Fails in Practice','CCS\'15','ACM Computer and Communications Security','October 2015','imperfect-forward-secrecy-ccs15.pdf','<li>David Adrian, Karthikeyan Bhargavan, Zakir Durumeric, Pierrick Gaudry, Matthew Green,</li><li>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;J. Alex Halderman, Nadia Heninger, Drew Springall, Emmanuel Thomé, Luke Valenta,</li><li>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<b>Benjamin VanderSloot</b>, Eric Wustrow, Santiago Zanella-Beguelin, and Paul Zimmermann</li>','<li>2015 Pwnie for Most Innovative Research</li>','true'
