description
~National Science Foundation, Graduate Research Fellowship Program, Honorable Mention 2016~
~Best Paper Award, CCS'15, Imperfect Forward Secrecy: How Diffie-Hellman Fails in Practice~
~<a href="http://pwnies.com/winners/">2015 Pwnie for Most Innovative Research</a>, Imperfect Forward Secrecy: How Diffie-Hellman Fails in Practice~
